dance_ID;colony_ID;"colony_location_
x_coordinate";"colony_location_
y_coordinate";observation_start_date;observation_start_daytime;dance_date;dance_daytime;"number_of_
circuits";dance_duration;"mean_
circuit_duration";flight_distance;dance_angle;solar_azimuth_angle;flight_angle;"offset_
metres_N";"offset_
metres_E";"offset_
degrees_N";"offset_
degrees_E";"nest_site_
coordinates_N";"nest_site_
coordinates_E"
783;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;10:17;4;17.60;4.40;1658.84;226.10;111.09;337.19;1529.13;-643.04;0.01378;-0.00922;51.10168;10.41878
784;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:05;10;29.70;2.97;634.30;234.50;108.27;342.77;605.83;-187.88;0.00546;-0.00269;51.09336;10.42531
785;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:08;6;16.90;2.82;556.18;235.70;108.99;344.69;536.44;-146.87;0.00483;-0.00211;51.09273;10.42589
786;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:15;8;35.20;4.40;1658.84;229.10;110.69;339.79;1556.75;-572.94;0.01402;-0.00822;51.10192;10.41978
787;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:27;5;31.70;6.34;4061.61;342.90;113.72;96.62;-468.13;4034.54;-0.00422;0.05787;51.08368;10.48587
788;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:45;4;18.60;4.65;1961.19;247.40;118.52;5.92;1950.73;202.21;0.01757;0.00290;51.10547;10.43090
789;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:47;4;18.80;4.70;2023.33;335.80;119.07;94.87;-171.87;2016.01;-0.00155;0.02891;51.08635;10.45691
790;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:48;4;17.50;4.38;1633.57;214.00;119.35;333.35;1460.04;-732.67;0.01315;-0.01051;51.10105;10.41749
791;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;10:49;5;33.00;6.60;4384.75;355.90;119.63;115.53;-1889.90;3956.55;-0.01703;0.05675;51.07087;10.48475
792;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;16:13;5;8.70;1.74;97.38;275.90;244.09;159.99;-91.51;33.32;-0.00082;0.00048;51.08708;10.42848
793;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;16:26;5;32.30;6.46;4210.75;210.30;247.46;97.76;-568.73;4172.17;-0.00512;0.05984;51.08278;10.48784
794;H_NP_12;51.08790;10.42800;10.07.2020;09:18;12.07.2020;16:48;2;36.20;18.10;18677.57;174.90;252.82;67.72;7081.70;17282.97;0.06380;0.24788;51.15170;10.67588
510;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:08;9;22.00;2.44;381.61;275.40;110.24;25.64;344.03;165.14;0.00310;0.00237;51.09282;10.39577
511;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:09;8;21.40;2.68;487.38;303.50;110.49;53.99;286.55;394.24;0.00258;0.00565;51.09230;10.39905
512;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:19;7;24.10;3.44;903.78;95.20;113.01;208.21;-796.45;-427.18;-0.00718;-0.00613;51.08254;10.38727
513;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:20;4;20.80;5.20;2644.75;327.00;113.26;80.26;447.23;2606.67;0.00403;0.03739;51.09375;10.43079
514;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:23;10;20.10;2.01;200.20;296.20;114.04;50.24;128.04;153.90;0.00115;0.00221;51.09087;10.39561
515;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:25;10;25.10;2.51;410.95;264.90;114.56;19.46;387.47;136.94;0.00349;0.00196;51.09321;10.39536
516;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:31;5;20.10;4.02;1313.50;275.10;116.16;31.26;1122.83;681.56;0.01012;0.00978;51.09984;10.40318
517;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:31;7;18.10;2.59;445.55;240.40;116.16;356.56;444.75;-26.75;0.00401;-0.00038;51.09373;10.39302
518;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:40;9;19.80;2.20;276.91;22.10;118.62;140.72;-214.35;175.31;-0.00193;0.00251;51.08779;10.39591
519;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:41;5;15.60;3.12;714.77;313.80;118.90;72.70;212.54;682.44;0.00191;0.00979;51.09163;10.40319
520;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:50;9;16.30;1.81;123.80;286.00;121.47;47.47;83.69;91.23;0.00075;0.00131;51.09047;10.39471
521;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;10:50;7;15.20;2.17;265.13;284.00;121.47;45.47;185.93;189.00;0.00168;0.00271;51.09140;10.39611
522;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:00;4;34.80;8.70;6994.74;133.60;145.42;279.02;1096.43;-6908.28;0.00988;-0.09909;51.09960;10.29431
523;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:02;9;18.40;2.04;213.82;83.30;146.22;229.52;-138.81;-162.64;-0.00125;-0.00233;51.08847;10.39107
524;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:11;8;13.80;1.73;91.87;5.40;149.90;155.30;-83.47;38.38;-0.00075;0.00055;51.08897;10.39395
525;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:11;10;17.20;1.72;90.03;255.20;149.90;45.10;63.55;63.78;0.00057;0.00091;51.09029;10.39431
526;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:24;9;18.20;2.02;205.02;344.00;155.46;139.46;-155.80;133.26;-0.00140;0.00191;51.08832;10.39531
527;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:25;5;20.20;4.04;1329.86;303.20;155.90;99.10;-210.26;1313.14;-0.00189;0.01883;51.08783;10.41223
528;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:31;6;19.40;3.23;778.50;256.40;158.56;54.96;447.03;637.36;0.00403;0.00914;51.09375;10.40254
529;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:31;10;17.90;1.79;115.91;239.20;158.56;37.76;91.64;70.97;0.00083;0.00102;51.09055;10.39442
530;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:52;9;24.70;2.74;520.72;181.50;168.21;349.71;512.35;-93.00;0.00462;-0.00133;51.09434;10.39207
531;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:54;11;22.10;2.01;199.84;56.40;169.16;225.56;-139.93;-142.67;-0.00126;-0.00205;51.08846;10.39135
532;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;12:56;6;15.00;2.50;406.44;286.20;170.10;96.30;-44.61;403.99;-0.00040;0.00579;51.08932;10.39919
533;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:03;5;37.00;7.40;5379.03;88.30;201.74;290.04;1843.40;-5053.30;0.01661;-0.07248;51.10633;10.32092
534;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:05;6;34.20;5.70;3266.18;68.50;202.63;271.13;64.51;-3265.54;0.00058;-0.04684;51.09030;10.34656
535;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:11;5;36.10;7.22;5155.32;170.40;205.27;15.67;4963.77;1392.24;0.04472;0.01997;51.13444;10.41337
536;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:13;7;17.30;2.47;393.62;207.70;206.13;53.83;232.28;317.78;0.00209;0.00456;51.09181;10.39796
537;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:23;6;17.90;2.98;641.28;171.30;210.38;21.68;595.94;236.85;0.00537;0.00340;51.09509;10.39680
538;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:24;4;43.60;10.90;9729.02;43.80;210.79;254.59;-2585.16;-9379.28;-0.02329;-0.13453;51.06643;10.25887
539;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:30;4;43.90;10.98;9822.24;43.60;213.25;256.85;-2235.02;-9564.57;-0.02014;-0.13719;51.06958;10.25621
540;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:32;4;43.80;10.95;9791.17;43.70;214.05;257.75;-2076.98;-9568.34;-0.01871;-0.13724;51.07101;10.25616
541;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:42;6;24.60;4.10;1380.02;148.80;217.98;6.78;1370.37;162.92;0.01235;0.00234;51.10207;10.39574
542;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:42;4;43.30;10.83;9635.81;42.80;217.98;260.78;-1543.92;-9511.32;-0.01391;-0.13642;51.07581;10.25698
543;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;14:51;4;30.10;7.53;5534.39;53.60;221.37;274.97;479.45;-5513.58;0.00432;-0.07908;51.09404;10.31432
544;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:01;3;33.00;11.00;9853.31;14.30;243.50;257.80;-2081.60;-9630.92;-0.01875;-0.13814;51.07097;10.25526
545;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:02;4;36.70;9.18;7585.10;15.20;243.77;258.97;-1450.72;-7445.07;-0.01307;-0.10679;51.07665;10.28661
546;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:11;4;50.60;12.65;11904.02;5.10;246.15;251.25;-3825.51;-11272.58;-0.03446;-0.16169;51.05526;10.23171
547;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:12;4;36.60;9.15;7554.03;7.50;246.41;253.91;-2093.06;-7258.27;-0.01886;-0.10411;51.07086;10.28929
548;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:21;7;20.40;2.91;605.45;49.10;248.71;297.81;282.43;-535.54;0.00254;-0.00768;51.09226;10.38572
549;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:21;4;50.40;12.60;11841.87;0.90;248.71;249.61;-4126.68;-11099.57;-0.03718;-0.15920;51.05254;10.23420
550;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:31;4;51.40;12.85;12152.59;0.30;251.17;251.47;-3863.06;-11522.25;-0.03480;-0.16527;51.05492;10.22813
551;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:30;4;42.00;10.50;9231.88;357.80;250.92;248.72;-3350.02;-8602.62;-0.03018;-0.12339;51.05954;10.27001
552;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:42;4;54.30;13.58;13053.66;1.40;253.78;255.18;-3339.86;-12619.16;-0.03009;-0.18100;51.05963;10.21240
553;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:41;7;27.90;3.99;1285.85;34.00;253.54;287.54;387.57;-1226.05;0.00349;-0.01759;51.09321;10.37581
554;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:51;5;23.10;4.62;1923.90;10.30;255.84;266.14;-129.38;-1919.54;-0.00117;-0.02753;51.08855;10.36587
555;H_NP_2;51.08972;10.39340;02.06.2020;09:19;02.06.2020;16:51;4;39.20;9.80;8361.88;42.30;255.84;298.14;3944.23;-7373.21;0.03553;-0.10576;51.12525;10.28764
556;H_NP_2;51.08972;10.39340;02.06.2020;09:19;03.06.2020;10:01;3;29.80;9.93;8527.60;156.20;108.40;264.60;-803.13;-8489.69;-0.00724;-0.12177;51.08248;10.27163
557;H_NP_2;51.08972;10.39340;02.06.2020;09:19;03.06.2020;10:01;4;43.20;10.80;9604.74;147.40;108.40;255.80;-2356.78;-9311.10;-0.02123;-0.13355;51.06849;10.25985
558;H_NP_2;51.08972;10.39340;02.06.2020;09:19;03.06.2020;10:11;4;45.90;11.48;10443.66;160.30;110.84;271.14;207.87;-10441.59;0.00187;-0.14977;51.09159;10.24363
559;H_NP_2;51.08972;10.39340;02.06.2020;09:19;03.06.2020;10:12;4;51.00;12.75;12028.30;165.70;111.09;276.79;1422.06;-11943.94;0.01281;-0.17131;51.10253;10.22209
560;H_NP_2;51.08972;10.39340;02.06.2020;09:19;03.06.2020;10:20;4;40.60;10.15;8796.88;174.30;113.12;287.42;2633.16;-8393.55;0.02372;-0.12039;51.11344;10.27301
561;H_NP_2;51.08972;10.39340;02.06.2020;09:19;03.06.2020;10:19;3;38.20;12.73;12007.59;152.40;112.86;265.26;-992.14;-11966.53;-0.00894;-0.17164;51.08078;10.22176
795;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:16;6;14.60;2.43;376.70;275.40;127.51;42.91;275.89;256.48;0.00249;0.00369;51.18143;10.37367
796;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:17;10;16.70;1.67;71.82;295.70;127.83;63.53;32.01;64.29;0.00029;0.00092;51.17923;10.37090
797;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:20;10;17.40;1.74;97.38;277.90;128.79;46.69;66.80;70.86;0.00060;0.00102;51.17954;10.37100
798;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:23;10;17.10;1.71;86.37;281.40;129.76;51.16;54.17;67.27;0.00049;0.00097;51.17943;10.37095
799;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:25;10;17.10;1.71;86.37;254.80;130.41;25.21;78.15;36.79;0.00070;0.00053;51.17964;10.37051
800;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:25;8;16.90;2.11;241.11;321.00;130.41;91.41;-5.93;241.03;-0.00005;0.00346;51.17889;10.37344
801;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:30;10;15.60;1.56;32.48;228.70;132.07;0.77;32.48;0.44;0.00029;0.00001;51.17923;10.36999
802;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:30;10;15.90;1.59;43.11;231.20;132.07;3.27;43.04;2.46;0.00039;0.00004;51.17933;10.37002
803;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:41;8;20.10;2.51;412.08;323.20;135.86;99.06;-64.91;406.94;-0.00058;0.00585;51.17836;10.37583
804;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:42;9;16.00;1.78;111.36;265.90;136.22;42.12;82.60;74.68;0.00074;0.00107;51.17968;10.37105
805;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;11:50;10;18.10;1.81;123.38;234.90;139.11;14.01;119.71;29.86;0.00108;0.00043;51.18002;10.37041
806;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;12:01;8;17.60;2.20;276.91;266.50;143.25;49.75;178.92;211.35;0.00161;0.00304;51.18055;10.37302
807;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;12:43;9;17.50;1.94;174.59;204.80;160.83;5.63;173.75;17.13;0.00157;0.00025;51.18051;10.37023
808;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;12:45;9;19.70;2.19;272.32;214.70;161.73;16.43;261.20;77.03;0.00235;0.00111;51.18129;10.37109
809;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;12:48;9;18.20;2.02;205.02;205.80;163.09;8.89;202.55;31.68;0.00182;0.00046;51.18076;10.37044
810;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;12:24;5;14.23;2.85;570.82;209.20;152.55;1.75;570.55;17.42;0.00514;0.00025;51.18408;10.37023
811;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;13:02;10;19.50;1.95;176.75;213.20;169.55;22.75;163.00;68.34;0.00147;0.00098;51.18041;10.37096
812;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;13:03;7;13.20;1.89;152.01;239.00;170.01;49.01;99.70;114.75;0.00090;0.00165;51.17984;10.37163
814;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;13:15;7;13.10;1.87;146.57;224.40;175.67;40.07;112.16;94.35;0.00101;0.00136;51.17995;10.37134
815;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;13:23;7;14.20;2.03;207.53;48.80;179.47;228.27;-138.13;-154.88;-0.00124;-0.00223;51.17770;10.36775
816;H_WW_13;51.17894;10.36998;10.07.2020;10:06;10.07.2020;14:43;2;19.80;9.90;8486.17;355.60;215.09;210.69;-7297.32;-4331.77;-0.06574;-0.06225;51.11320;10.30773
817;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:24;6;18.70;3.12;712.93;273.50;130.04;43.54;516.80;491.11;0.00466;0.00706;51.19136;10.33864
818;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:34;4;22.60;5.65;3204.04;325.20;133.38;98.58;-478.25;3168.14;-0.00431;0.04554;51.18239;10.37712
819;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:42;8;23.80;2.98;636.91;270.50;136.17;46.67;437.04;463.30;0.00394;0.00666;51.19064;10.33824
820;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:52;7;19.90;2.84;569.24;217.80;139.80;357.60;568.74;-23.87;0.00512;-0.00034;51.19182;10.33124
821;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:54;10;21.60;2.16;260.44;269.40;140.54;49.94;167.61;199.34;0.00151;0.00287;51.18821;10.33445
822;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:54;6;16.60;2.77;531.54;287.20;140.54;67.74;201.35;491.93;0.00181;0.00707;51.18851;10.33865
823;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:56;6;18.30;3.05;676.69;268.50;141.29;49.79;436.85;516.79;0.00394;0.00743;51.19064;10.33901
824;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;11:57;10;15.20;1.52;18.42;267.40;141.67;49.07;12.07;13.92;0.00011;0.00020;51.18681;10.33178
825;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:24;10;17.80;1.78;112.19;246.80;152.49;39.29;86.83;71.04;0.00078;0.00102;51.18748;10.33260
826;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:27;7;15.20;2.17;265.13;253.60;153.76;47.36;179.59;195.04;0.00162;0.00280;51.18832;10.33438
827;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:31;7;17.40;2.49;400.02;8.00;155.48;163.48;-383.51;113.74;-0.00346;0.00163;51.18324;10.33321
828;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:31;10;16.40;1.64;60.99;252.70;155.48;48.18;40.67;45.45;0.00037;0.00065;51.18707;10.33223
829;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:42;8;15.60;1.95;176.75;201.70;160.32;2.02;176.64;6.23;0.00159;0.00009;51.18829;10.33167
830;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:42;10;23.00;2.30;318.88;208.20;160.32;8.52;315.37;47.24;0.00284;0.00068;51.18954;10.33226
831;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:51;10;19.40;1.94;172.87;231.10;164.39;35.49;140.75;100.36;0.00127;0.00144;51.18797;10.33302
832;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;12:52;10;16.70;1.67;71.82;221.30;164.85;26.15;64.47;31.65;0.00058;0.00045;51.18728;10.33203
833;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:02;8;18.80;2.35;340.31;193.20;197.64;30.84;292.20;174.45;0.00263;0.00251;51.18933;10.33409
834;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:03;12;25.50;2.13;246.17;207.30;198.09;45.39;172.88;175.25;0.00156;0.00252;51.18826;10.33410
835;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:10;8;16.50;2.06;221.01;145.70;201.22;346.92;215.28;-50.02;0.00194;-0.00072;51.18864;10.33086
836;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:12;10;20.60;2.06;220.02;189.10;202.10;31.20;188.19;113.98;0.00170;0.00164;51.18840;10.33322
837;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:21;10;18.80;1.88;149.83;189.70;206.00;35.70;121.67;87.44;0.00110;0.00126;51.18780;10.33284
838;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:21;8;18.90;2.36;345.71;267.90;206.00;113.90;-140.08;316.06;-0.00126;0.00454;51.18544;10.33612
839;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:32;5;21.60;4.32;1579.39;180.30;210.61;30.91;1355.08;811.33;0.01221;0.01166;51.19891;10.34324
840;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:35;10;19.60;1.96;180.63;166.30;211.83;18.13;171.66;56.22;0.00155;0.00081;51.18825;10.33239
841;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:42;8;28.00;3.50;939.80;283.50;214.63;138.13;-699.87;627.22;-0.00631;0.00902;51.18039;10.34060
842;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:43;5;22.40;4.48;1749.90;256.90;215.03;111.93;-653.45;1623.32;-0.00589;0.02333;51.18081;10.35491
843;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:51;10;20.60;2.06;220.02;229.10;218.11;87.21;10.69;219.76;0.00010;0.00316;51.18680;10.33474
844;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;14:52;6;21.00;3.50;939.80;247.50;218.49;105.99;-258.94;903.42;-0.00233;0.01299;51.18437;10.34457
845;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;16:01;4;21.10;5.28;2737.97;208.40;240.95;89.35;31.16;2737.79;0.00028;0.03935;51.18698;10.37093
846;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;16:01;6;24.80;4.13;1408.61;226.90;240.95;107.85;-431.73;1340.82;-0.00389;0.01927;51.18281;10.35085
847;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;16:11;4;25.20;6.30;4011.89;232.80;243.68;116.48;-1788.97;3590.95;-0.01612;0.05161;51.17058;10.38319
848;H_WW_14;51.18670;10.33158;10.07.2020;10:47;10.07.2020;16:14;5;30.20;6.04;3688.75;230.20;244.48;114.68;-1540.31;3351.77;-0.01388;0.04818;51.17282;10.37976
849;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:01;6;22.70;3.78;1132.08;355.90;107.22;103.12;-256.91;1102.54;-0.00231;0.01585;51.18439;10.34743
850;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:01;5;28.20;5.64;3191.61;257.60;107.22;4.82;3180.34;268.00;0.02865;0.00385;51.21535;10.33543
851;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:11;10;19.80;1.98;188.43;278.70;109.61;28.31;165.89;89.36;0.00149;0.00128;51.18819;10.33286
852;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:11;8;16.60;2.08;226.01;249.40;109.61;359.01;225.98;-3.91;0.00204;-0.00006;51.18874;10.33152
853;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:21;7;20.80;2.97;635.04;8.40;112.08;120.48;-322.16;547.26;-0.00290;0.00787;51.18380;10.33945
854;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:22;7;14.50;2.07;224.58;5.20;112.34;117.54;-103.83;199.14;-0.00094;0.00286;51.18576;10.33444
855;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:30;5;15.30;3.06;682.07;178.90;114.39;293.29;269.67;-626.50;0.00243;-0.00900;51.18913;10.32258
856;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:31;4;28.40;7.10;5006.18;355.70;114.65;110.35;-1740.90;4693.73;-0.01568;0.06746;51.17102;10.39904
857;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:41;5;25.90;5.18;2619.90;354.10;117.31;111.41;-956.56;2439.03;-0.00862;0.03506;51.17808;10.36664
858;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:43;6;41.60;6.93;4799.04;355.70;117.86;113.56;-1918.24;4398.99;-0.01728;0.06323;51.16942;10.39481
859;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:51;5;25.20;5.04;2445.90;358.90;120.09;118.99;-1185.33;2139.49;-0.01068;0.03075;51.17602;10.36233
860;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;10:52;7;16.60;2.37;349.58;4.10;120.37;124.47;-197.86;288.20;-0.00178;0.00414;51.18492;10.33572
861;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:00;8;15.80;1.98;186.47;204.80;142.87;347.67;182.17;-39.82;0.00164;-0.00057;51.18834;10.33101
862;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:01;5;23.80;4.76;2097.90;300.00;143.25;83.25;246.47;2083.37;0.00222;0.02995;51.18892;10.36153
863;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:15;5;34.80;6.96;4832.18;290.60;148.79;79.39;889.35;4749.63;0.00801;0.06827;51.19471;10.39985
864;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:16;5;23.90;4.78;2122.76;330.50;149.20;119.70;-1051.81;1843.85;-0.00948;0.02650;51.17722;10.35808
865;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:22;6;26.20;4.37;1625.23;336.00;151.68;127.68;-993.46;1286.24;-0.00895;0.01849;51.17775;10.35007
866;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:22;8;18.60;2.33;329.56;330.10;151.68;121.78;-173.57;280.15;-0.00156;0.00403;51.18514;10.33561
867;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:31;5;27.00;5.40;2893.33;303.50;155.50;99.00;-452.75;2857.68;-0.00408;0.04107;51.18262;10.37265
868;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:32;5;30.10;6.02;3663.90;290.90;155.93;86.83;202.32;3658.30;0.00182;0.05258;51.18852;10.38416
869;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:41;5;40.60;8.12;6273.89;272.60;159.88;72.48;1888.49;5982.92;0.01701;0.08599;51.20371;10.41757
870;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:41;9;22.70;2.52;416.49;328.60;159.88;128.48;-259.16;326.03;-0.00233;0.00469;51.18437;10.33627
871;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:53;5;28.30;5.66;3216.47;309.50;165.30;114.80;-1349.08;2919.87;-0.01215;0.04197;51.17455;10.37355
872;H_WW_14;51.18670;10.33158;10.07.2020;10:47;11.07.2020;12:57;5;25.00;5.00;2396.18;339.40;167.14;146.54;-1999.01;1321.24;-0.01801;0.01899;51.16869;10.35057
